,ResponseId,Employment,EdLevel,YearsCodePro,WorkExp,Age,Gender,OrgSize,Country,Salary
59,444,"Employed, full-time",2,2.23606797749979,2.23606797749979,1,0,3,130,11.407564949312402
60,469,"Employed, full-time",3,2.8284271247461903,3.0,1,0,2,130,11.695247021764184
61,470,"Employed, full-time",0,1.7320508075688772,1.7320508075688772,0,0,4,128,11.518022453228072
62,471,"Employed, full-time",1,2.449489742783178,2.449489742783178,1,0,1,130,11.84939770159144
63,486,"Employed, full-time",3,2.23606797749979,2.23606797749979,1,1,1,29,10.103157747664696
64,487,"Employed, full-time",0,1.0,1.0,0,0,4,134,11.100948793295887
65,491,"Employed, full-time",1,2.23606797749979,2.23606797749979,1,0,1,130,11.608235644774552
66,494,"Employed, full-time",0,2.0,2.0,1,0,3,81,11.046308095868557
67,501,"Employed, full-time",3,2.0,4.0,1,0,1,130,10.87804719253426
68,511,"Employed, full-time",0,1.7320508075688772,1.7320508075688772,1,0,3,130,10.819778284410283
69,525,"Employed, full-time",1,2.0,2.0,1,0,1,128,11.00720346221328
70,537,"Employed, full-time",3,2.449489742783178,2.449489742783178,1,0,1,128,10.94266825743481
71,539,"Employed, full-time",1,3.3166247903554,3.3166247903554,2,0,3,96,10.822235263563458
72,540,"Employed, full-time",0,1.0,1.7320508075688772,1,0,4,130,12.206072645530174
73,553,"Employed, full-time",2,1.7320508075688772,2.0,1,0,3,123,11.101223981351394
74,554,"Employed, full-time",0,1.4142135623730951,2.23606797749979,1,0,4,130,11.156250521031495
75,562,"Employed, full-time",3,2.6457513110645907,2.6457513110645907,1,0,2,41,10.77874793485229
76,563,"Employed, full-time",0,1.4142135623730951,1.4142135623730951,1,0,1,130,11.26446410567173
77,564,"Employed, full-time",3,2.23606797749979,2.23606797749979,1,0,3,39,11.191590085889484
78,566,"Employed, full-time",0,4.69041575982343,4.69041575982343,2,0,4,130,12.138863895836725
79,575,"Employed, full-time",3,3.1622776601683795,3.1622776601683795,1,0,1,5,11.306970834076699
80,584,"Employed, full-time",0,4.0,3.872983346207417,2,0,4,128,11.310393037560129
81,585,"Employed, full-time",1,3.7416573867739413,3.7416573867739413,1,0,4,41,12.047252748521311
82,595,"Employed, full-time",1,2.449489742783178,2.449489742783178,1,0,4,31,11.362567583381667
83,597,"Employed, full-time",3,5.5677643628300215,5.5677643628300215,4,0,4,130,12.206072645530174
84,603,"Employed, full-time",3,3.4641016151377544,3.4641016151377544,1,0,4,130,11.608235644774552
85,613,"Employed, full-time",0,2.6457513110645907,2.6457513110645907,1,0,4,130,12.100712129872347
86,614,"Employed, full-time",1,1.0,1.0,0,0,2,115,11.441193130292387
87,618,"Employed, full-time",1,4.47213595499958,4.47213595499958,4,0,4,130,11.84939770159144
88,620,"Employed, full-time",1,2.449489742783178,2.449489742783178,1,0,3,38,11.24880365692746
89,633,"Employed, full-time",0,1.7320508075688772,1.7320508075688772,0,0,4,128,11.048028773092637
90,635,"Employed, full-time",1,3.4641016151377544,3.4641016151377544,2,0,4,95,11.260610536355738
91,638,"Employed, full-time",0,4.0,4.0,2,0,3,128,10.996735478705087
92,658,"Employed, full-time",1,2.23606797749979,2.23606797749979,1,0,2,41,11.086257149210962
93,659,"Employed, full-time",0,1.4142135623730951,1.4142135623730951,1,2,1,130,11.608235644774552
94,661,"Employed, full-time",0,2.6457513110645907,3.1622776601683795,1,0,1,130,11.225243392518447
95,668,"Employed, full-time",1,4.123105625617661,4.123105625617661,2,0,2,126,10.915088464214607
96,685,"Employed, full-time",0,2.0,2.0,0,0,4,130,12.89921982609012
97,696,"Employed, full-time",0,1.0,1.0,0,0,2,119,9.773834344309257
98,710,"Employed, full-time",0,2.23606797749979,2.23606797749979,1,0,2,130,11.736069016284437
99,722,"Employed, full-time",1,5.0,5.477225575051661,4,0,2,130,11.146459891711073
100,741,"Employed, full-time",0,2.23606797749979,2.23606797749979,0,0,1,130,11.56171562913966
101,748,"Employed, full-time",0,2.23606797749979,2.6457513110645907,1,0,1,41,11.471884696520702
102,750,"Employed, full-time",3,4.69041575982343,4.69041575982343,2,0,3,111,10.709740179201345
103,752,"Employed, full-time",0,2.8284271247461903,2.8284271247461903,1,0,1,20,12.021662910007807
104,763,"Employed, full-time",0,2.8284271247461903,2.8284271247461903,1,0,3,74,9.801454826970977
105,767,"Employed, full-time",3,1.7320508075688772,1.7320508075688772,0,2,1,16,9.56156046523195
106,768,"Employed, full-time",0,2.0,2.0,0,0,2,128,11.230350329886592
107,778,"Employed, full-time",0,1.4142135623730951,1.4142135623730951,1,0,2,86,11.103015493074828
108,781,"Employed, full-time",1,3.4641016151377544,3.4641016151377544,2,0,4,130,12.429216196844383
109,785,"Employed, full-time",0,3.4641016151377544,3.1622776601683795,2,0,1,130,11.982929094215963
110,791,"Employed, full-time",0,1.7320508075688772,1.7320508075688772,1,0,2,128,10.93149853402069
111,796,"Employed, full-time",3,3.605551275463989,3.605551275463989,2,0,2,130,11.385092093460344
112,800,"Employed, full-time",3,2.449489742783178,2.449489742783178,1,0,3,81,10.373272407852593
113,806,"Employed, full-time",0,3.4641016151377544,3.4641016151377544,2,0,1,29,10.95353965058886
114,810,"Employed, full-time",3,4.47213595499958,4.69041575982343,2,0,4,128,11.384501009713851
115,812,"Employed, full-time",1,5.196152422706632,5.196152422706632,3,0,3,31,11.624824557467637
116,817,"Employed, full-time",3,2.23606797749979,2.23606797749979,1,0,3,119,9.327589932026422
117,820,"Employed, full-time",0,2.0,2.0,0,0,1,41,11.002766285747398
118,835,"Employed, full-time",0,2.0,1.4142135623730951,0,0,1,20,12.206072645530174
119,839,"Employed, full-time",0,3.1622776601683795,3.1622776601683795,1,0,3,128,11.836478897750142
120,840,"Employed, full-time",0,2.0,2.23606797749979,1,0,4,130,11.918390573078392
121,853,"Employed, full-time",1,4.47213595499958,4.47213595499958,2,0,4,111,11.110591053674293
122,858,"Employed, full-time",0,3.1622776601683795,3.1622776601683795,1,0,2,130,11.951180395901384
123,861,"Employed, full-time",3,1.7320508075688772,1.7320508075688772,0,0,4,130,11.813030057420567
124,863,"Employed, full-time",0,3.0,3.0,1,0,2,20,11.146459891711073
125,871,"Employed, full-time",0,2.0,2.0,1,0,2,130,11.018629143155449
126,931,"Employed, full-time",0,2.0,2.0,1,0,1,130,11.289781913656018
127,940,"Employed, full-time",3,2.0,2.0,0,0,3,130,12.043553716032399
128,950,"Employed, full-time",3,3.605551275463989,3.605551275463989,2,0,1,130,12.206072645530174
129,954,"Employed, full-time",0,3.1622776601683795,3.1622776601683795,2,0,4,48,10.755175761224624
130,955,"Employed, full-time",3,5.0,5.0,3,0,2,128,12.003534095602372
131,981,"Employed, full-time",3,2.0,2.0,1,0,4,11,10.8920617359953
132,986,"Employed, full-time",0,3.4641016151377544,3.4641016151377544,2,0,2,38,11.2205791987249
133,990,"Employed, full-time",3,4.795831523312719,4.0,2,0,3,55,11.96931179825678
134,998,"Employed, full-time",3,2.0,2.449489742783178,1,0,4,130,12.106252310247962
135,1010,"Employed, full-time",0,2.8284271247461903,3.1622776601683795,2,0,4,130,12.345834587905333
136,1022,"Employed, full-time",1,1.7320508075688772,3.872983346207417,2,0,4,130,12.225875272826354
137,1023,"Employed, full-time",1,2.449489742783178,2.8284271247461903,1,0,3,41,11.626039841600482
138,1031,"Employed, full-time",0,2.23606797749979,2.23606797749979,1,0,2,20,11.67100555739115
139,1037,"Employed, full-time",0,4.47213595499958,4.795831523312719,2,0,2,130,11.626254150277232
140,1039,"Employed, full-time",0,3.3166247903554,3.3166247903554,1,0,2,130,11.407564949312402
141,1042,"Employed, full-time",0,3.1622776601683795,3.1622776601683795,1,0,3,130,11.715866308966918
142,1045,"Employed, full-time",1,2.449489742783178,2.449489742783178,1,0,3,114,10.860997000226238
143,1058,"Employed, full-time",3,3.872983346207417,3.872983346207417,2,0,1,130,11.10147120091374
144,1061,"Employed, full-time",3,1.7320508075688772,1.7320508075688772,1,0,3,15,12.698632460489272
145,1063,"Employed, full-time",0,2.6457513110645907,2.8284271247461903,1,0,4,55,12.056342182136406
146,1071,"Employed, full-time",1,1.7320508075688772,1.7320508075688772,0,0,2,130,11.429543856031177
147,1101,"Employed, full-time",0,2.23606797749979,3.7416573867739413,1,0,4,130,11.350406535472453
148,1127,"Employed, full-time",3,0.7071067811865476,1.0,0,0,3,66,9.800790154297786
149,1131,"Employed, full-time",1,4.69041575982343,4.69041575982343,3,0,3,114,11.200130691703372
150,1139,"Employed, full-time",1,1.7320508075688772,1.7320508075688772,1,0,4,114,11.056966742645077
151,1142,"Employed, full-time",0,2.6457513110645907,2.8284271247461903,1,0,1,130,12.043553716032399
152,1156,"Employed, full-time",1,1.4142135623730951,1.4142135623730951,0,0,1,130,11.925035115797062
153,1160,"Employed, full-time",3,2.8284271247461903,3.4641016151377544,2,0,2,48,11.006291045822707
154,1163,"Employed, full-time",0,2.6457513110645907,2.6457513110645907,1,0,4,130,11.976659481202368
155,1169,"Employed, full-time",0,1.7320508075688772,1.7320508075688772,0,0,2,130,11.84939770159144
156,1173,"Employed, full-time",3,1.7320508075688772,1.7320508075688772,1,0,3,6,10.843279944195375
157,1185,"Employed, full-time",0,2.0,2.0,1,0,3,50,11.101205644221375
158,1219,"Employed, full-time",0,3.1622776601683795,3.1622776601683795,1,0,2,130,12.100712129872347
159,1220,"Employed, full-time",1,2.6457513110645907,2.449489742783178,1,0,4,6,10.737873844788798
160,1225,"Employed, full-time",2,2.6457513110645907,4.69041575982343,2,0,3,20,11.825156237218406
161,1227,"Employed, full-time",3,2.6457513110645907,2.8284271247461903,2,0,4,130,12.128111104060462
162,1229,"Employed, full-time",0,2.23606797749979,2.0,1,0,4,130,11.097410021008562
163,1258,"Employed, full-time",3,3.605551275463989,3.605551275463989,2,0,3,124,9.666498594399865
164,1288,"Employed, full-time",0,2.23606797749979,2.23606797749979,1,0,2,31,11.366800823488092
165,1294,"Employed, full-time",0,1.7320508075688772,1.7320508075688772,0,0,4,130,11.198214720130528
166,1299,"Employed, full-time",0,5.5677643628300215,5.5677643628300215,3,0,1,130,12.628067055589549
167,1300,"Employed, full-time",3,3.1622776601683795,3.1622776601683795,1,0,2,130,12.013700752882718
168,1309,"Employed, full-time",0,2.0,2.0,1,1,4,130,11.695247021764184
169,1323,"Employed, full-time",1,1.4142135623730951,1.7320508075688772,0,0,3,128,10.873679176059081
170,1325,"Employed, full-time",0,1.4142135623730951,1.4142135623730951,0,0,3,130,11.362102575235644
171,1335,"Employed, full-time",3,5.0990195135927845,5.0990195135927845,3,0,1,130,12.180754837545884
172,1346,"Employed, full-time",0,1.7320508075688772,1.7320508075688772,1,0,1,25,9.791438048727505
173,1356,"Employed, full-time",0,1.4142135623730951,1.4142135623730951,0,0,3,25,10.422281345951296
174,1359,"Employed, full-time",1,3.872983346207417,3.872983346207417,1,0,1,114,11.056966742645077
175,1366,"Employed, full-time",0,1.4142135623730951,1.7320508075688772,1,0,1,130,11.884489021402711
176,1368,"Employed, full-time",0,2.0,2.0,1,0,4,50,11.830324094209942
177,1375,"Employed, full-time",3,2.449489742783178,2.449489742783178,1,0,3,114,11.017776320589245
178,1384,"Employed, full-time",0,1.7320508075688772,1.7320508075688772,0,0,1,130,11.608235644774552
179,1408,"Employed, full-time",0,1.7320508075688772,1.7320508075688772,1,0,3,130,11.512925464970229
180,1415,"Employed, full-time",0,3.1622776601683795,3.1622776601683795,1,0,3,126,10.778956289890028
181,1429,"Employed, full-time",1,1.7320508075688772,1.7320508075688772,1,0,3,86,11.32616205774877
182,1439,"Employed, full-time",0,2.6457513110645907,2.6457513110645907,1,0,2,130,11.512925464970229
183,1440,"Employed, full-time",3,2.0,2.0,0,0,3,56,10.373241150526654
184,1448,"Employed, full-time",0,2.0,2.0,1,0,2,119,10.361545110763464
185,1449,"Employed, full-time",1,2.8284271247461903,2.8284271247461903,1,0,3,39,11.099211427803652
186,1472,"Employed, full-time",0,2.0,2.0,1,0,1,50,10.563388139302438
187,1474,"Employed, full-time",1,1.0,1.4142135623730951,0,0,4,39,10.660946666064484
188,1485,"Employed, full-time",2,2.0,3.1622776601683795,1,0,3,130,11.608235644774552
189,1487,"Employed, full-time",0,3.0,3.0,1,0,4,130,11.652687407345388
190,1497,"Employed, full-time",1,3.1622776601683795,3.0,1,1,3,39,12.007621706806335
191,1514,"Employed, full-time",0,3.4641016151377544,3.605551275463989,2,0,1,130,12.310432660854417
192,1521,"Employed, full-time",3,3.605551275463989,3.605551275463989,1,0,2,81,11.146459891711073
193,1523,"Employed, full-time",3,3.3166247903554,3.3166247903554,1,0,3,39,11.066419588412538
194,1525,"Employed, full-time",0,4.795831523312719,4.795831523312719,3,0,1,130,11.56171562913966
195,1526,"Employed, full-time",0,0.7071067811865476,1.0,1,0,3,130,11.082142548877775
196,1532,"Employed, full-time",0,2.8284271247461903,2.8284271247461903,1,1,1,29,10.457717433909405
197,1538,"Employed, full-time",0,2.449489742783178,2.23606797749979,1,0,4,55,11.822672310019422
198,1543,"Employed, full-time",0,0.7071067811865476,1.0,0,2,4,128,10.394090060613085
199,1546,"Employed, full-time",3,3.3166247903554,3.3166247903554,1,0,3,36,11.449410419902296
200,1558,"Employed, full-time",1,1.4142135623730951,1.4142135623730951,1,0,3,41,10.938520859561367
201,1561,"Employed, full-time",3,1.0,1.4142135623730951,0,0,3,128,12.839788242320692
202,1580,"Employed, full-time",1,2.0,2.0,1,0,3,77,10.184296056044737
203,1594,"Employed, full-time",1,2.8284271247461903,2.8284271247461903,1,0,4,107,10.737917257929963
204,1595,"Employed, full-time",0,3.7416573867739413,3.605551275463989,2,0,3,130,12.072541252905651
205,1600,"Employed, full-time",3,1.7320508075688772,2.0,0,0,4,130,11.082142548877775
206,1612,"Employed, full-time",1,4.123105625617661,4.242640687119285,2,0,1,16,11.53472609492908
207,1613,"Employed, full-time",1,2.8284271247461903,2.8284271247461903,1,0,3,26,9.836706518845777
208,1637,"Employed, full-time",3,2.449489742783178,2.449489742783178,1,0,3,31,11.382315515058952
209,1649,"Employed, full-time",0,2.0,2.0,0,0,1,130,12.206072645530174
210,1659,"Employed, full-time",0,3.1622776601683795,4.898979485566356,2,0,2,130,11.156250521031495
211,1673,"Employed, full-time",0,2.0,2.0,1,0,2,20,11.433167716691907
212,1700,"Employed, full-time",1,2.449489742783178,2.449489742783178,2,0,2,130,12.083905011555967
213,1701,"Employed, full-time",0,2.0,2.0,0,0,3,31,11.088094034371098
214,1705,"Employed, full-time",1,3.3166247903554,3.3166247903554,2,0,3,130,11.931583166864376
215,1710,"Employed, full-time",3,2.23606797749979,2.23606797749979,1,0,3,81,11.146459891711073
216,1711,"Employed, full-time",0,3.605551275463989,3.605551275463989,1,0,2,130,11.198214720130528
217,1712,"Employed, full-time",1,3.1622776601683795,3.1622776601683795,1,0,3,109,11.45983054863605
218,1737,"Employed, full-time",0,2.23606797749979,2.23606797749979,1,0,4,20,10.977858376831204
219,1741,"Employed, full-time",0,3.1622776601683795,3.1622776601683795,1,0,1,130,11.146459891711073
220,1749,"Employed, full-time",0,2.449489742783178,3.1622776601683795,1,0,1,128,11.230350329886592
221,1752,"Employed, full-time",0,1.7320508075688772,2.0,0,0,3,130,11.097410021008562
222,1758,"Employed, full-time",0,3.0,3.0,2,2,4,55,11.657025808943985
223,1760,"Employed, full-time",3,3.872983346207417,4.123105625617661,2,0,3,20,12.18183118115714
224,1767,"Employed, full-time",3,2.23606797749979,2.23606797749979,1,0,3,114,10.799493941107576
225,1772,"Employed, full-time",0,2.6457513110645907,2.6457513110645907,1,0,3,130,11.77528972943772
226,1773,"Employed, full-time",0,1.0,1.0,0,0,2,130,11.002099841204238
227,1790,"Employed, full-time",0,2.449489742783178,2.8284271247461903,1,0,3,41,11.354105567961366
228,1796,"Employed, full-time",0,2.0,2.0,1,0,1,130,11.652687407345388
229,1819,"Employed, full-time",1,3.0,3.0,2,0,4,128,11.196446033638646
230,1825,"Employed, full-time",0,2.449489742783178,2.449489742783178,1,0,1,50,11.169519243746086
231,1834,"Employed, full-time",0,3.0,2.23606797749979,1,0,1,130,11.813030057420567
232,1835,"Employed, full-time",0,1.7320508075688772,1.7320508075688772,0,0,3,39,10.406079371375014
233,1836,"Employed, full-time",0,2.0,2.0,0,0,1,130,11.580584113444043
234,1840,"Employed, full-time",0,2.6457513110645907,2.6457513110645907,1,0,4,130,11.790557201568507
235,1849,"Employed, full-time",0,5.477225575051661,5.385164807134504,3,0,2,130,12.301382825334498
236,1851,"Employed, full-time",0,1.0,1.0,1,0,3,130,11.289781913656018
237,1854,"Employed, full-time",0,3.4641016151377544,3.4641016151377544,2,0,4,130,12.345834587905333
238,1859,"Employed, full-time",1,3.0,3.0,1,0,4,81,10.843338548819297
239,1865,"Employed, full-time",0,2.6457513110645907,2.8284271247461903,1,0,3,111,10.450104940400177
240,1880,"Employed, full-time",0,2.23606797749979,2.23606797749979,1,0,2,130,11.643953727376633
241,1881,"Employed, full-time",0,3.4641016151377544,3.605551275463989,2,0,3,128,11.310393037560129
242,1890,"Employed, full-time",0,4.58257569495584,5.0,3,0,1,115,11.808910472459571
243,1896,"Employed, full-time",0,3.0,3.0,1,1,2,11,11.328786257249249
244,1931,"Employed, full-time",3,2.6457513110645907,2.6457513110645907,1,0,3,81,11.0663883310866
245,1935,"Employed, full-time",0,2.23606797749979,2.23606797749979,1,0,1,74,10.782450179144284
246,1951,"Employed, full-time",0,3.0,2.8284271247461903,1,0,1,95,11.063947244530318
247,1964,"Employed, full-time",2,3.872983346207417,3.1622776601683795,2,0,3,33,11.472103470449973
248,1971,"Employed, full-time",1,4.47213595499958,4.358898943540674,2,0,3,48,10.418703524603412
249,1977,"Employed, full-time",3,1.4142135623730951,1.4142135623730951,0,0,3,95,9.556480013999533
250,1987,"Employed, full-time",1,3.3166247903554,3.3166247903554,2,0,3,50,10.745701081013967
251,1996,"Employed, full-time",1,3.1622776601683795,3.1622776601683795,1,0,2,41,11.800395014840685
252,2000,"Employed, full-time",0,1.7320508075688772,2.0,0,0,1,81,11.146459891711073
253,2006,"Employed, full-time",1,4.47213595499958,4.47213595499958,2,0,1,130,12.211060187041213
254,2010,"Employed, full-time",0,1.7320508075688772,2.0,1,0,1,130,11.84939770159144
255,2015,"Employed, full-time",0,2.8284271247461903,3.0,1,0,1,130,12.388394202324129
256,2022,"Employed, full-time",0,1.7320508075688772,1.7320508075688772,1,0,4,130,11.362102575235644
257,2042,"Employed, full-time",1,1.4142135623730951,1.7320508075688772,1,0,4,55,11.795996924864326
258,2044,"Employed, full-time",0,3.7416573867739413,3.7416573867739413,2,0,2,74,10.82031813866275
259,2064,"Employed, full-time",3,2.8284271247461903,2.8284271247461903,1,0,4,130,11.461632170582678
260,2074,"Employed, full-time",0,2.23606797749979,2.23606797749979,1,0,4,130,11.289781913656018
261,2092,"Employed, full-time",1,2.8284271247461903,2.449489742783178,1,0,4,41,11.146459891711073
262,2106,"Employed, full-time",1,2.8284271247461903,2.8284271247461903,1,0,1,130,12.598114733306197
263,2116,"Employed, full-time",3,3.1622776601683795,3.605551275463989,2,0,3,16,9.430920640887228
264,2128,"Employed, full-time",3,1.0,1.0,2,0,3,114,10.661016992025342
265,2133,"Employed, full-time",3,1.7320508075688772,1.7320508075688772,1,0,3,55,11.40395845371829
266,2146,"Employed, full-time",0,1.7320508075688772,1.0,0,0,4,130,11.461632170582678
267,2152,"Employed, full-time",0,2.0,2.0,1,0,1,128,11.294881389200718
268,2154,"Employed, full-time",0,4.358898943540674,4.358898943540674,3,0,3,55,12.056313143686593
269,2163,"Employed, full-time",0,3.0,3.1622776601683795,1,0,3,130,12.043553716032399
270,2168,"Employed, full-time",3,2.23606797749979,2.23606797749979,0,1,3,130,11.695247021764184
271,2175,"Employed, full-time",1,3.1622776601683795,3.1622776601683795,2,0,2,20,12.053998973893938
272,2186,"Employed, full-time",3,1.7320508075688772,1.7320508075688772,1,0,4,130,11.502875129116727
273,2197,"Employed, full-time",0,2.6457513110645907,2.6457513110645907,1,0,1,43,10.555604383538082
274,2202,"Employed, full-time",0,5.656854249492381,5.656854249492381,3,0,2,130,12.323855681186558
275,2217,"Employed, full-time",3,2.6457513110645907,2.6457513110645907,0,0,2,130,11.652687407345388
276,2226,"Employed, full-time",0,2.0,2.0,1,0,3,128,11.146459891711073
277,2242,"Employed, full-time",1,2.23606797749979,2.23606797749979,1,0,3,20,11.042393696283407
278,2246,"Employed, full-time",0,5.0,5.0,3,0,2,130,11.77528972943772
279,2253,"Employed, full-time",3,1.4142135623730951,1.7320508075688772,0,2,3,130,10.308952660644293
280,2261,"Employed, full-time",3,2.8284271247461903,2.8284271247461903,1,0,4,56,11.016889926676873
281,2265,"Employed, full-time",0,3.605551275463989,3.4641016151377544,2,0,1,130,12.013700752882718
282,2271,"Employed, full-time",1,2.6457513110645907,3.872983346207417,1,0,4,128,11.230350329886592
283,2285,"Employed, full-time",0,3.1622776601683795,3.1622776601683795,1,0,3,130,11.695247021764184
284,2314,"Employed, full-time",3,2.449489742783178,2.6457513110645907,1,0,1,29,10.858229470784536
285,2317,"Employed, full-time",0,2.0,2.0,1,0,1,130,11.407564949312402
286,2326,"Employed, full-time",3,2.0,2.0,0,0,1,130,12.206072645530174
287,2327,"Employed, full-time",1,1.7320508075688772,1.7320508075688772,1,0,3,11,10.843338548819297
288,2334,"Employed, full-time",0,1.4142135623730951,1.4142135623730951,1,0,3,41,11.2205791987249
289,2338,"Employed, full-time",0,3.0,3.1622776601683795,1,0,4,130,11.77528972943772
290,2352,"Employed, full-time",0,4.358898943540674,4.358898943540674,2,0,1,5,11.146459891711073
291,2357,"Employed, full-time",0,3.872983346207417,3.872983346207417,2,0,4,86,11.146459891711073
292,2372,"Employed, full-time",1,4.0,4.0,2,0,4,41,11.24880365692746
293,2376,"Employed, full-time",3,4.242640687119285,4.242640687119285,2,0,2,111,11.672558233509491
294,2385,"Employed, full-time",0,0.7071067811865476,0.0,0,0,4,95,10.068662950495112
295,2388,"Employed, full-time",3,1.0,1.0,0,0,3,130,11.532728092266408
296,2410,"Employed, full-time",1,1.7320508075688772,1.7320508075688772,1,0,3,41,11.302809189024783
297,2411,"Employed, full-time",2,1.0,1.0,0,0,2,56,10.23016194667723
298,2414,"Employed, full-time",0,2.23606797749979,2.6457513110645907,1,0,3,128,11.086716686924117
